#CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
meiji_progress_modifier_1;Реставрация Мэйдзи;X;X;X;X;X;X
meiji_progress_modifier_1_desc;Реставрация Мэйдзи идёт. Каждый месяц отсчёт уменьшается 1 ед. за каждую выполненную цель:\nПолное владение Хоккайдо\nКорея как вассал\nПолный контроль Кореи\nВладение Рюкю\nОтмена политики сакоку\nКогда отсчёт дойдёт до нуля, реставрация будет завершена.\nРеставрация: §G|§R|||||||||||||||||||§W;X;X;X;X;X;X
meiji_progress_modifier_2;Реставрация Мэйдзи;X;X;X;X;X;X
meiji_progress_modifier_2_desc;Реставрация Мэйдзи идёт. Каждый месяц отсчёт уменьшается 1 ед. за каждую выполненную цель:\nПолное владение Хоккайдо\nКорея как вассал\nПолный контроль Кореи\nВладение Рюкю\nОтмена политики сакоку\nКогда отсчёт дойдёт до нуля, реставрация будет завершена.\nРеставрация: §G||§R||||||||||||||||||§W;X;X;X;X;X;X
meiji_progress_modifier_3;Реставрация Мэйдзи;X;X;X;X;X;X
meiji_progress_modifier_3_desc;Реставрация Мэйдзи идёт. Каждый месяц отсчёт уменьшается 1 ед. за каждую выполненную цель:\nПолное владение Хоккайдо\nКорея как вассал\nПолный контроль Кореи\nВладение Рюкю\nОтмена политики сакоку\nКогда отсчёт дойдёт до нуля, реставрация будет завершена.\nРеставрация: §G|||§R|||||||||||||||||§W;X;X;X;X;X;X
meiji_progress_modifier_4;Реставрация Мэйдзи;X;X;X;X;X;X
meiji_progress_modifier_4_desc;Реставрация Мэйдзи идёт. Каждый месяц отсчёт уменьшается 1 ед. за каждую выполненную цель:\nПолное владение Хоккайдо\nКорея как вассал\nПолный контроль Кореи\nВладение Рюкю\nОтмена политики сакоку\nКогда отсчёт дойдёт до нуля, реставрация будет завершена.\nРеставрация: §G||||§R||||||||||||||||§W;X;X;X;X;X;X
meiji_progress_modifier_5;Реставрация Мэйдзи;X;X;X;X;X;X
meiji_progress_modifier_5_desc;Реставрация Мэйдзи идёт. Каждый месяц отсчёт уменьшается 1 ед. за каждую выполненную цель:\nПолное владение Хоккайдо\nКорея как вассал\nПолный контроль Кореи\nВладение Рюкю\nОтмена политики сакоку\nКогда отсчёт дойдёт до нуля, реставрация будет завершена.\nРеставрация: §G|||||§R|||||||||||||||§W;X;X;X;X;X;X
meiji_progress_modifier_6;Реставрация Мэйдзи;X;X;X;X;X;X
meiji_progress_modifier_6_desc;Реставрация Мэйдзи идёт. Каждый месяц отсчёт уменьшается 1 ед. за каждую выполненную цель:\nПолное владение Хоккайдо\nКорея как вассал\nПолный контроль Кореи\nВладение Рюкю\nОтмена политики сакоку\nКогда отсчёт дойдёт до нуля, реставрация будет завершена.\nРеставрация: §G||||||§R||||||||||||||§W;X;X;X;X;X;X
meiji_progress_modifier_7;Реставрация Мэйдзи;X;X;X;X;X;X
meiji_progress_modifier_7_desc;Реставрация Мэйдзи идёт. Каждый месяц отсчёт уменьшается 1 ед. за каждую выполненную цель:\nПолное владение Хоккайдо\nКорея как вассал\nПолный контроль Кореи\nВладение Рюкю\nОтмена политики сакоку\nКогда отсчёт дойдёт до нуля, реставрация будет завершена.\nРеставрация: §G|||||||§R|||||||||||||§W;X;X;X;X;X;X
meiji_progress_modifier_8;Реставрация Мэйдзи;X;X;X;X;X;X
meiji_progress_modifier_8_desc;Реставрация Мэйдзи идёт. Каждый месяц отсчёт уменьшается 1 ед. за каждую выполненную цель:\nПолное владение Хоккайдо\nКорея как вассал\nПолный контроль Кореи\nВладение Рюкю\nОтмена политики сакоку\nКогда отсчёт дойдёт до нуля, реставрация будет завершена.\nРеставрация: §G||||||||§R||||||||||||§W;X;X;X;X;X;X
meiji_progress_modifier_9;Реставрация Мэйдзи;X;X;X;X;X;X
meiji_progress_modifier_9_desc;Реставрация Мэйдзи идёт. Каждый месяц отсчёт уменьшается 1 ед. за каждую выполненную цель:\nПолное владение Хоккайдо\nКорея как вассал\nПолный контроль Кореи\nВладение Рюкю\nОтмена политики сакоку\nКогда отсчёт дойдёт до нуля, реставрация будет завершена.\nРеставрация: §G|||||||||§R|||||||||||§W;X;X;X;X;X;X
meiji_progress_modifier_10;Реставрация Мэйдзи;X;X;X;X;X;X
